Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
CL6597,C102294,V102294,10000,2025-02-06,1
CL6598,C140095,V140095,10000,2025-02-20,1
CL6599,C934194,V934194,10000,2025-12-07,1
CL6600,C267670,V267670,10000,2025-04-07,1
CL6601,C56332,V56332,10000,2025-01-20,1
CL6602,C991257,V991257,10000,2025-12-28,1
CL6603,C434230,V434230,10000,2025-06-07,1
CL6604,C285488,V285488,10000,2025-04-14,1
CL6605,C767303,V767303,10000,2025-10-07,1
CL6606,C723077,V723077,10000,2025-09-21,1
CL6607,C323779,V323779,10000,2025-04-28,1
CL6608,C721783,V721783,10000,2025-09-21,1
CL6609,C805785,V805785,10000,2025-10-21,1
CL6610,C554267,V554267,10000,2025-07-21,1
CL6611,C347535,V347535,10000,2025-05-07,1
CL6612,C239992,V239992,10000,2025-03-28,1
CL6613,C201966,V201966,10000,2025-03-14,1
CL6614,C953481,V953481,10000,2025-12-14,1
CL6615,C572081,V572081,10000,2025-07-28,1
CL6616,C572069,V572069,10000,2025-07-28,1
CL6617,C324955,V324955,10000,2025-04-28,1
CL6618,C404564,V404564,10000,2025-05-28,1
CL6619,C824535,V824535,10000,2025-10-28,1
CL6620,C348915,V348915,10000,2025-05-07,1
CL6621,C286183,V286183,10000,2025-04-14,1
CL6622,C803724,V803724,10000,2025-10-21,1
CL6623,C741743,V741743,10000,2025-09-28,1
CL6624,C870288,V870288,10000,2025-11-14,1
CL6625,C599383,V599383,10000,2025-08-07,1
CL6626,C723808,V723808,10000,2025-09-21,1
CL6627,C825006,V825006,10000,2025-10-28,1
CL6628,C36993,V36993,10000,2025-01-13,1
CL6629,C742359,V742359,10000,2025-09-28,1
CL6630,C571836,V571836,10000,2025-07-28,1
CL6631,C657731,V657731,10000,2025-08-28,1
CL6632,C470362,V470362,10000,2025-06-21,1
CL6633,C405658,V405658,10000,2025-05-28,1
CL6634,C122330,V122330,10000,2025-02-13,1
CL6635,C17997,V17997,10000,2025-01-06,1
CL6636,C637853,V637853,10000,2025-08-21,1
CL6637,C514709,V514709,10000,2025-07-07,1
CL6638,C991029,V991029,10000,2025-12-28,1
CL6639,C889587,V889587,10000,2025-11-21,1
CL6640,C122639,V122639,10000,2025-02-13,1
CL6641,C909227,V909227,10000,2025-11-28,1
CL6642,C453090,V453090,10000,2025-06-14,1
CL6643,C220751,V220751,10000,2025-03-21,1
CL6644,C618988,V618988,10000,2025-08-14,1
CL6645,C471509,V471509,10000,2025-06-21,1
CL6646,C850357,V850357,10000,2025-11-07,1
CL6647,C303936,V303936,10000,2025-04-21,1
CL6648,C932339,V932339,10000,2025-12-07,1
CL6649,C432580,V432580,10000,2025-06-07,1
CL6650,C516368,V516368,10000,2025-07-07,1
CL6651,C702616,V702616,10000,2025-09-14,1
CL6652,C601058,V601058,10000,2025-08-07,1
CL6653,C218791,V218791,10000,2025-03-21,1
CL6654,C600796,V600796,10000,2025-08-07,1
CL6655,C17584,V17584,10000,2025-01-06,1
CL6656,C37212,V37212,10000,2025-01-13,1
CL6657,C304772,V304772,10000,2025-04-21,1
CL6658,C54743,V54743,10000,2025-01-20,1
CL6659,C638590,V638590,10000,2025-08-21,1
CL6660,C989480,V989480,10000,2025-12-28,1
CL6661,C265171,V265171,10000,2025-04-07,1
CL6662,C683257,V683257,10000,2025-09-07,1
CL6663,C305331,V305331,10000,2025-04-21,1
CL6664,C888252,V888252,10000,2025-11-21,1
CL6665,C990913,V990913,10000,2025-12-28,1
CL6666,C18259,V18259,10000,2025-01-06,1
CL6667,C347739,V347739,10000,2025-05-07,1
CL6668,C658208,V658208,10000,2025-08-28,1
CL6669,C722042,V722042,10000,2025-09-21,1
CL6670,C952238,V952238,10000,2025-12-14,1
CL6671,C386544,V386544,10000,2025-05-21,1
CL6672,C514872,V514872,10000,2025-07-07,1
CL6673,C367308,V367308,10000,2025-05-14,1
CL6674,C742877,V742877,10000,2025-09-28,1
CL6675,C266195,V266195,10000,2025-04-07,1
CL6676,C824034,V824034,10000,2025-10-28,1
CL6677,C490151,V490151,10000,2025-06-28,1
CL6678,C825045,V825045,10000,2025-10-28,1
CL6679,C491776,V491776,10000,2025-06-28,1
CL6680,C554670,V554670,10000,2025-07-21,1
CL6681,C160639,V160639,10000,2025-02-27,1
CL6682,C636990,V636990,10000,2025-08-21,1
CL6683,C532916,V532916,10000,2025-07-14,1
CL6684,C513774,V513774,10000,2025-07-07,1
CL6685,C908674,V908674,10000,2025-11-28,1
CL6686,C489891,V489891,10000,2025-06-28,1
CL6687,C159537,V159537,10000,2025-02-27,1
CL6688,C869322,V869322,10000,2025-11-14,1
CL6689,C180907,V180907,10000,2025-03-07,1
CL6690,C869867,V869867,10000,2025-11-14,1
CL6691,C141814,V141814,10000,2025-02-20,1
CL6692,C239597,V239597,10000,2025-03-28,1
CL6693,C490077,V490077,10000,2025-06-28,1
CL6694,C102053,V102053,10000,2025-02-06,1
CL6695,C158920,V158920,10000,2025-02-27,1
CL6696,C952974,V952974,10000,2025-12-14,1
CL6697,C655776,V655776,10000,2025-08-28,1
CL6698,C740982,V740982,10000,2025-09-28,1
CL6699,C267693,V267693,10000,2025-04-07,1
CL6700,C305735,V305735,10000,2025-04-21,1
CL6701,C120311,V120311,10000,2025-02-13,1
CL6702,C470342,V470342,10000,2025-06-21,1
CL6703,C889168,V889168,10000,2025-11-21,1
CL6704,C470153,V470153,10000,2025-06-21,1
CL6705,C348737,V348737,10000,2025-05-07,1
CL6706,C619768,V619768,10000,2025-08-14,1
CL6707,C953205,V953205,10000,2025-12-14,1
CL6708,C221196,V221196,10000,2025-03-21,1
CL6709,C182996,V182996,10000,2025-03-07,1
CL6710,C805214,V805214,10000,2025-10-21,1
CL6711,C571434,V571434,10000,2025-07-28,1
CL6712,C888548,V888548,10000,2025-11-21,1
CL6713,C368552,V368552,10000,2025-05-14,1
CL6714,C201705,V201705,10000,2025-03-14,1
CL6715,C572615,V572615,10000,2025-07-28,1
CL6716,C657343,V657343,10000,2025-08-28,1
CL6717,C823335,V823335,10000,2025-10-28,1
CL6718,C888012,V888012,10000,2025-11-21,1
CL6719,C36042,V36042,10000,2025-01-13,1
CL6720,C554151,V554151,10000,2025-07-21,1
CL6721,C238909,V238909,10000,2025-03-28,1
CL6722,C552844,V552844,10000,2025-07-21,1
CL6723,C405951,V405951,10000,2025-05-28,1
CL6724,C932189,V932189,10000,2025-12-07,1
CL6725,C385406,V385406,10000,2025-05-21,1
CL6726,C366650,V366650,10000,2025-05-14,1
CL6727,C952435,V952435,10000,2025-12-14,1
CL6728,C489994,V489994,10000,2025-06-28,1
CL6729,C101877,V101877,10000,2025-02-06,1
CL6730,C181200,V181200,10000,2025-03-07,1
CL6731,C387399,V387399,10000,2025-05-21,1
CL6732,C490909,V490909,10000,2025-06-28,1
CL6733,C285527,V285527,10000,2025-04-14,1
CL6734,C852128,V852128,10000,2025-11-07,1
CL6735,C684500,V684500,10000,2025-09-07,1
CL6736,C367110,V367110,10000,2025-05-14,1
CL6737,C101684,V101684,10000,2025-02-06,1
CL6738,C56299,V56299,10000,2025-01-20,1
CL6739,C237930,V237930,10000,2025-03-28,1
CL6740,C76234,V76234,10000,2025-01-27,1
CL6741,C387207,V387207,10000,2025-05-21,1
CL6742,C888244,V888244,10000,2025-11-21,1
CL6743,C16514,V16514,10000,2025-01-06,1
CL6744,C852189,V852189,10000,2025-11-07,1
CL6745,C702777,V702777,10000,2025-09-14,1
CL6746,C824624,V824624,10000,2025-10-28,1
CL6747,C182552,V182552,10000,2025-03-07,1
CL6748,C951953,V951953,10000,2025-12-14,1
CL6749,C180492,V180492,10000,2025-03-07,1
CL6750,C18726,V18726,10000,2025-01-06,1
CL6751,C120320,V120320,10000,2025-02-13,1
CL6752,C704170,V704170,10000,2025-09-14,1
CL6753,C951819,V951819,10000,2025-12-14,1
CL6754,C513847,V513847,10000,2025-07-07,1
CL6755,C471009,V471009,10000,2025-06-21,1
CL6756,C970902,V970902,10000,2025-12-21,1
CL6757,C17975,V17975,10000,2025-01-06,1
CL6758,C17921,V17921,10000,2025-01-06,1
CL6759,C159299,V159299,10000,2025-02-27,1
CL6760,C385528,V385528,10000,2025-05-21,1
CL6761,C907201,V907201,10000,2025-11-28,1
CL6762,C386049,V386049,10000,2025-05-21,1
CL6763,C199578,V199578,10000,2025-03-14,1
CL6764,C56643,V56643,10000,2025-01-20,1
CL6765,C347416,V347416,10000,2025-05-07,1
CL6766,C552151,V552151,10000,2025-07-21,1
CL6767,C534856,V534856,10000,2025-07-14,1
CL6768,C18344,V18344,10000,2025-01-06,1
CL6769,C200759,V200759,10000,2025-03-14,1
CL6770,C220127,V220127,10000,2025-03-21,1
CL6771,C952868,V952868,10000,2025-12-14,1
CL6772,C304977,V304977,10000,2025-04-21,1
CL6773,C303512,V303512,10000,2025-04-21,1
CL6774,C683297,V683297,10000,2025-09-07,1
CL6775,C200831,V200831,10000,2025-03-14,1
CL6776,C889132,V889132,10000,2025-11-21,1
CL6777,C971122,V971122,10000,2025-12-21,1
CL6778,C323165,V323165,10000,2025-04-28,1
CL6779,C932481,V932481,10000,2025-12-07,1
CL6780,C888906,V888906,10000,2025-11-21,1
CL6781,C685165,V685165,10000,2025-09-07,1
CL6782,C491248,V491248,10000,2025-06-28,1
CL6783,C534466,V534466,10000,2025-07-14,1
CL6784,C37372,V37372,10000,2025-01-13,1
CL6785,C240285,V240285,10000,2025-03-28,1
CL6786,C571441,V571441,10000,2025-07-28,1
CL6787,C347541,V347541,10000,2025-05-07,1
CL6788,C102250,V102250,10000,2025-02-06,1
CL6789,C619526,V619526,10000,2025-08-14,1
CL6790,C102194,V102194,10000,2025-02-06,1
CL6791,C619132,V619132,10000,2025-08-14,1
CL6792,C140076,V140076,10000,2025-02-20,1
CL6793,C766683,V766683,10000,2025-10-07,1
CL6794,C266392,V266392,10000,2025-04-07,1
CL6795,C366291,V366291,10000,2025-05-14,1
CL6796,C56382,V56382,10000,2025-01-20,1
CL6797,C266467,V266467,10000,2025-04-07,1
CL6798,C970569,V970569,10000,2025-12-21,1
CL6799,C122460,V122460,10000,2025-02-13,1
CL6800,C989643,V989643,10000,2025-12-28,1
CL6801,C349532,V349532,10000,2025-05-07,1
CL6802,C805829,V805829,10000,2025-10-21,1
CL6803,C74658,V74658,10000,2025-01-27,1
CL6804,C972398,V972398,10000,2025-12-21,1
CL6805,C703614,V703614,10000,2025-09-14,1
CL6806,C704119,V704119,10000,2025-09-14,1
CL6807,C366889,V366889,10000,2025-05-14,1
CL6808,C617826,V617826,10000,2025-08-14,1
CL6809,C102684,V102684,10000,2025-02-06,1
CL6810,C934129,V934129,10000,2025-12-07,1
CL6811,C803327,V803327,10000,2025-10-21,1
CL6812,C286832,V286832,10000,2025-04-14,1
CL6813,C685163,V685163,10000,2025-09-07,1
CL6814,C741681,V741681,10000,2025-09-28,1
CL6815,C972536,V972536,10000,2025-12-21,1
CL6816,C348063,V348063,10000,2025-05-07,1
CL6817,C870517,V870517,10000,2025-11-14,1
CL6818,C971650,V971650,10000,2025-12-21,1
CL6819,C684068,V684068,10000,2025-09-07,1
CL6820,C851052,V851052,10000,2025-11-07,1
CL6821,C17112,V17112,10000,2025-01-06,1
CL6822,C933727,V933727,10000,2025-12-07,1
CL6823,C404755,V404755,10000,2025-05-28,1
CL6824,C870434,V870434,10000,2025-11-14,1
CL6825,C599593,V599593,10000,2025-08-07,1
CL6826,C514688,V514688,10000,2025-07-07,1
CL6827,C907461,V907461,10000,2025-11-28,1
CL6828,C303776,V303776,10000,2025-04-21,1
CL6829,C348984,V348984,10000,2025-05-07,1
CL6830,C349774,V349774,10000,2025-05-07,1
CL6831,C182816,V182816,10000,2025-03-07,1
CL6832,C406977,V406977,10000,2025-05-28,1
CL6833,C368903,V368903,10000,2025-05-14,1
CL6834,C75881,V75881,10000,2025-01-27,1
CL6835,C102613,V102613,10000,2025-02-06,1
CL6836,C741011,V741011,10000,2025-09-28,1
CL6837,C201296,V201296,10000,2025-03-14,1
CL6838,C348993,V348993,10000,2025-05-07,1
CL6839,C572226,V572226,10000,2025-07-28,1
CL6840,C56142,V56142,10000,2025-01-20,1
CL6841,C515216,V515216,10000,2025-07-07,1
CL6842,C534290,V534290,10000,2025-07-14,1
CL6843,C386101,V386101,10000,2025-05-21,1
CL6844,C180550,V180550,10000,2025-03-07,1
CL6845,C573242,V573242,10000,2025-07-28,1
CL6846,C852096,V852096,10000,2025-11-07,1
CL6847,C220960,V220960,10000,2025-03-21,1
CL6848,C182359,V182359,10000,2025-03-07,1
CL6849,C57325,V57325,10000,2025-01-20,1
CL6850,C491566,V491566,10000,2025-06-28,1
CL6851,C514177,V514177,10000,2025-07-07,1
CL6852,C55525,V55525,10000,2025-01-20,1
CL6853,C181208,V181208,10000,2025-03-07,1
CL6854,C201204,V201204,10000,2025-03-14,1
CL6855,C909319,V909319,10000,2025-11-28,1
CL6856,C533596,V533596,10000,2025-07-14,1
CL6857,C850531,V850531,10000,2025-11-07,1
CL6858,C803433,V803433,10000,2025-10-21,1
CL6859,C889124,V889124,10000,2025-11-21,1
CL6860,C304762,V304762,10000,2025-04-21,1
CL6861,C822619,V822619,10000,2025-10-28,1
CL6862,C514620,V514620,10000,2025-07-07,1
CL6863,C56628,V56628,10000,2025-01-20,1
CL6864,C765416,V765416,10000,2025-10-07,1
CL6865,C851120,V851120,10000,2025-11-07,1
CL6866,C386557,V386557,10000,2025-05-21,1
CL6867,C182288,V182288,10000,2025-03-07,1
CL6868,C239957,V239957,10000,2025-03-28,1
CL6869,C991546,V991546,10000,2025-12-28,1
CL6870,C489259,V489259,10000,2025-06-28,1
CL6871,C451708,V451708,10000,2025-06-14,1
CL6872,C599616,V599616,10000,2025-08-07,1
CL6873,C932446,V932446,10000,2025-12-07,1
CL6874,C76491,V76491,10000,2025-01-27,1
CL6875,C553296,V553296,10000,2025-07-21,1
CL6876,C931850,V931850,10000,2025-12-07,1
CL6877,C17948,V17948,10000,2025-01-06,1
CL6878,C238905,V238905,10000,2025-03-28,1
CL6879,C101233,V101233,10000,2025-02-06,1
CL6880,C266994,V266994,10000,2025-04-07,1
CL6881,C553289,V553289,10000,2025-07-21,1
CL6882,C952718,V952718,10000,2025-12-14,1
CL6883,C932104,V932104,10000,2025-12-07,1
CL6884,C103681,V103681,10000,2025-02-06,1
CL6885,C158993,V158993,10000,2025-02-27,1
CL6886,C637961,V637961,10000,2025-08-21,1
CL6887,C620249,V620249,10000,2025-08-14,1
CL6888,C554348,V554348,10000,2025-07-21,1
CL6889,C55027,V55027,10000,2025-01-20,1
CL6890,C990872,V990872,10000,2025-12-28,1
CL6891,C573584,V573584,10000,2025-07-28,1
CL6892,C266453,V266453,10000,2025-04-07,1
CL6893,C786850,V786850,10000,2025-10-14,1
CL6894,C451194,V451194,10000,2025-06-14,1
CL6895,C952724,V952724,10000,2025-12-14,1
CL6896,C683524,V683524,10000,2025-09-07,1
CL6897,C102904,V102904,10000,2025-02-06,1
CL6898,C122968,V122968,10000,2025-02-13,1
CL6899,C121586,V121586,10000,2025-02-13,1
CL6900,C452099,V452099,10000,2025-06-14,1
CL6901,C238017,V238017,10000,2025-03-28,1
CL6902,C785255,V785255,10000,2025-10-14,1
CL6903,C741134,V741134,10000,2025-09-28,1
CL6904,C17786,V17786,10000,2025-01-06,1
CL6905,C722947,V722947,10000,2025-09-21,1
CL6906,C238215,V238215,10000,2025-03-28,1
CL6907,C141495,V141495,10000,2025-02-20,1
CL6908,C220850,V220850,10000,2025-03-21,1
CL6909,C266496,V266496,10000,2025-04-07,1
CL6910,C491559,V491559,10000,2025-06-28,1
CL6911,C323085,V323085,10000,2025-04-28,1
CL6912,C74802,V74802,10000,2025-01-27,1
CL6913,C74618,V74618,10000,2025-01-27,1
CL6914,C404952,V404952,10000,2025-05-28,1
CL6915,C140851,V140851,10000,2025-02-20,1
CL6916,C683828,V683828,10000,2025-09-07,1
CL6917,C37353,V37353,10000,2025-01-13,1
CL6918,C122890,V122890,10000,2025-02-13,1
CL6919,C267795,V267795,10000,2025-04-07,1
CL6920,C849821,V849821,10000,2025-11-07,1
CL6921,C489781,V489781,10000,2025-06-28,1
CL6922,C36377,V36377,10000,2025-01-13,1
CL6923,C850724,V850724,10000,2025-11-07,1
CL6924,C600265,V600265,10000,2025-08-07,1
CL6925,C120323,V120323,10000,2025-02-13,1
CL6926,C284785,V284785,10000,2025-04-14,1
CL6927,C953194,V953194,10000,2025-12-14,1
CL6928,C324372,V324372,10000,2025-04-28,1
CL6929,C823047,V823047,10000,2025-10-28,1
CL6930,C180485,V180485,10000,2025-03-07,1
CL6931,C890336,V890336,10000,2025-11-21,1
CL6932,C266170,V266170,10000,2025-04-07,1
CL6933,C16901,V16901,10000,2025-01-06,1
CL6934,C657941,V657941,10000,2025-08-28,1
CL6935,C934122,V934122,10000,2025-12-07,1
CL6936,C285819,V285819,10000,2025-04-14,1
CL6937,C804299,V804299,10000,2025-10-21,1
CL6938,C721820,V721820,10000,2025-09-21,1
CL6939,C122557,V122557,10000,2025-02-13,1
CL6940,C722259,V722259,10000,2025-09-21,1
CL6941,C600618,V600618,10000,2025-08-07,1
CL6942,C619544,V619544,10000,2025-08-14,1
CL6943,C265338,V265338,10000,2025-04-07,1
CL6944,C767606,V767606,10000,2025-10-07,1
CL6945,C553431,V553431,10000,2025-07-21,1
CL6946,C572512,V572512,10000,2025-07-28,1
CL6947,C471617,V471617,10000,2025-06-21,1
CL6948,C785344,V785344,10000,2025-10-14,1
CL6949,C703651,V703651,10000,2025-09-14,1
CL6950,C534379,V534379,10000,2025-07-14,1
CL6951,C702395,V702395,10000,2025-09-14,1
CL6952,C723501,V723501,10000,2025-09-21,1
CL6953,C432318,V432318,10000,2025-06-07,1
CL6954,C285706,V285706,10000,2025-04-14,1
CL6955,C702319,V702319,10000,2025-09-14,1
CL6956,C17107,V17107,10000,2025-01-06,1
CL6957,C890535,V890535,10000,2025-11-21,1
CL6958,C888345,V888345,10000,2025-11-21,1
CL6959,C514984,V514984,10000,2025-07-07,1
CL6960,C804915,V804915,10000,2025-10-21,1
CL6961,C805050,V805050,10000,2025-10-21,1
CL6962,C515109,V515109,10000,2025-07-07,1
CL6963,C991153,V991153,10000,2025-12-28,1
CL6964,C869026,V869026,10000,2025-11-14,1
CL6965,C367985,V367985,10000,2025-05-14,1
CL6966,C572860,V572860,10000,2025-07-28,1
CL6967,C472075,V472075,10000,2025-06-21,1
CL6968,C348295,V348295,10000,2025-05-07,1
CL6969,C56272,V56272,10000,2025-01-20,1
CL6970,C765646,V765646,10000,2025-10-07,1
CL6971,C491373,V491373,10000,2025-06-28,1
CL6972,C933393,V933393,10000,2025-12-07,1
CL6973,C804755,V804755,10000,2025-10-21,1
CL6974,C367646,V367646,10000,2025-05-14,1
CL6975,C638574,V638574,10000,2025-08-21,1
CL6976,C491345,V491345,10000,2025-06-28,1
CL6977,C76474,V76474,10000,2025-01-27,1
CL6978,C160820,V160820,10000,2025-02-27,1
CL6979,C490550,V490550,10000,2025-06-28,1
CL6980,C452523,V452523,10000,2025-06-14,1
CL6981,C102693,V102693,10000,2025-02-06,1
CL6982,C103141,V103141,10000,2025-02-06,1
CL6983,C933697,V933697,10000,2025-12-07,1
CL6984,C56578,V56578,10000,2025-01-20,1
CL6985,C201998,V201998,10000,2025-03-14,1
CL6986,C385413,V385413,10000,2025-05-21,1
CL6987,C303346,V303346,10000,2025-04-21,1
CL6988,C54943,V54943,10000,2025-01-20,1
CL6989,C323043,V323043,10000,2025-04-28,1
CL6990,C784200,V784200,10000,2025-10-14,1
CL6991,C704225,V704225,10000,2025-09-14,1
CL6992,C573686,V573686,10000,2025-07-28,1
CL6993,C286640,V286640,10000,2025-04-14,1
CL6994,C971672,V971672,10000,2025-12-21,1
CL6995,C990592,V990592,10000,2025-12-28,1
CL6996,C17099,V17099,10000,2025-01-06,1
CL6997,C553362,V553362,10000,2025-07-21,1
CL6998,C804245,V804245,10000,2025-10-21,1
CL6999,C702827,V702827,10000,2025-09-14,1
CL7000,C305134,V305134,10000,2025-04-21,1
CL7001,C407010,V407010,10000,2025-05-28,1
CL7002,C491334,V491334,10000,2025-06-28,1
CL7003,C432865,V432865,10000,2025-06-07,1
CL7004,C121393,V121393,10000,2025-02-13,1
CL7005,C571078,V571078,10000,2025-07-28,1
CL7006,C219677,V219677,10000,2025-03-21,1
CL7007,C16703,V16703,10000,2025-01-06,1
CL7008,C784835,V784835,10000,2025-10-14,1
CL7009,C515373,V515373,10000,2025-07-07,1
CL7010,C385696,V385696,10000,2025-05-21,1
CL7011,C516341,V516341,10000,2025-07-07,1
CL7012,C804087,V804087,10000,2025-10-21,1
CL7013,C889245,V889245,10000,2025-11-21,1
CL7014,C822711,V822711,10000,2025-10-28,1
CL7015,C201016,V201016,10000,2025-03-14,1
CL7016,C618149,V618149,10000,2025-08-14,1
CL7017,C869589,V869589,10000,2025-11-14,1
CL7018,C908280,V908280,10000,2025-11-28,1
CL7019,C120761,V120761,10000,2025-02-13,1
CL7020,C684663,V684663,10000,2025-09-07,1
CL7021,C57076,V57076,10000,2025-01-20,1
CL7022,C304690,V304690,10000,2025-04-21,1
CL7023,C305638,V305638,10000,2025-04-21,1
CL7024,C683568,V683568,10000,2025-09-07,1
CL7025,C552431,V552431,10000,2025-07-21,1
CL7026,C571418,V571418,10000,2025-07-28,1
CL7027,C122539,V122539,10000,2025-02-13,1
CL7028,C723680,V723680,10000,2025-09-21,1
CL7029,C285910,V285910,10000,2025-04-14,1
CL7030,C785283,V785283,10000,2025-10-14,1
CL7031,C620168,V620168,10000,2025-08-14,1
CL7032,C740851,V740851,10000,2025-09-28,1
CL7033,C404431,V404431,10000,2025-05-28,1
CL7034,C704264,V704264,10000,2025-09-14,1
CL7035,C657184,V657184,10000,2025-08-28,1
CL7036,C36038,V36038,10000,2025-01-13,1
CL7037,C599426,V599426,10000,2025-08-07,1
CL7038,C56534,V56534,10000,2025-01-20,1
CL7039,C453083,V453083,10000,2025-06-14,1
CL7040,C267309,V267309,10000,2025-04-07,1
CL7041,C303935,V303935,10000,2025-04-21,1
CL7042,C122382,V122382,10000,2025-02-13,1
CL7043,C824321,V824321,10000,2025-10-28,1
CL7044,C286912,V286912,10000,2025-04-14,1
CL7045,C452125,V452125,10000,2025-06-14,1
CL7046,C785542,V785542,10000,2025-10-14,1
CL7047,C324805,V324805,10000,2025-04-28,1
CL7048,C17729,V17729,10000,2025-01-06,1
CL7049,C433304,V433304,10000,2025-06-07,1
CL7050,C618396,V618396,10000,2025-08-14,1
CL7051,C721554,V721554,10000,2025-09-21,1
CL7052,C284291,V284291,10000,2025-04-14,1
CL7053,C805016,V805016,10000,2025-10-21,1
CL7054,C182540,V182540,10000,2025-03-07,1
CL7055,C101731,V101731,10000,2025-02-06,1
CL7056,C742765,V742765,10000,2025-09-28,1
CL7057,C553963,V553963,10000,2025-07-21,1
CL7058,C656572,V656572,10000,2025-08-28,1
CL7059,C871170,V871170,10000,2025-11-14,1
CL7060,C514585,V514585,10000,2025-07-07,1
CL7061,C655893,V655893,10000,2025-08-28,1
CL7062,C159116,V159116,10000,2025-02-27,1
CL7063,C953100,V953100,10000,2025-12-14,1
CL7064,C766807,V766807,10000,2025-10-07,1
CL7065,C932766,V932766,10000,2025-12-07,1
CL7066,C74260,V74260,10000,2025-01-27,1
CL7067,C822739,V822739,10000,2025-10-28,1
CL7068,C823956,V823956,10000,2025-10-28,1
CL7069,C19093,V19093,10000,2025-01-06,1
CL7070,C286084,V286084,10000,2025-04-14,1
CL7071,C953019,V953019,10000,2025-12-14,1
CL7072,C324156,V324156,10000,2025-04-28,1
CL7073,C851905,V851905,10000,2025-11-07,1
CL7074,C741532,V741532,10000,2025-09-28,1
CL7075,C767192,V767192,10000,2025-10-07,1
CL7076,C348537,V348537,10000,2025-05-07,1
CL7077,C220867,V220867,10000,2025-03-21,1
CL7078,C908796,V908796,10000,2025-11-28,1
CL7079,C513824,V513824,10000,2025-07-07,1
CL7080,C741062,V741062,10000,2025-09-28,1
CL7081,C139444,V139444,10000,2025-02-20,1
CL7082,C989732,V989732,10000,2025-12-28,1
CL7083,C851436,V851436,10000,2025-11-07,1
CL7084,C890650,V890650,10000,2025-11-21,1
CL7085,C121378,V121378,10000,2025-02-13,1
CL7086,C907380,V907380,10000,2025-11-28,1
CL7087,C103140,V103140,10000,2025-02-06,1
CL7088,C572213,V572213,10000,2025-07-28,1
CL7089,C200495,V200495,10000,2025-03-14,1
CL7090,C385403,V385403,10000,2025-05-21,1
CL7091,C909273,V909273,10000,2025-11-28,1
CL7092,C74652,V74652,10000,2025-01-27,1
CL7093,C451877,V451877,10000,2025-06-14,1
CL7094,C218866,V218866,10000,2025-03-21,1
CL7095,C804483,V804483,10000,2025-10-21,1
CL7096,C286732,V286732,10000,2025-04-14,1
CL7097,C491674,V491674,10000,2025-06-28,1
CL7098,C805692,V805692,10000,2025-10-21,1
CL7099,C870830,V870830,10000,2025-11-14,1
CL7100,C852438,V852438,10000,2025-11-07,1
CL7101,C201602,V201602,10000,2025-03-14,1
CL7102,C490284,V490284,10000,2025-06-28,1
CL7103,C554400,V554400,10000,2025-07-21,1
CL7104,C888395,V888395,10000,2025-11-21,1
CL7105,C35735,V35735,10000,2025-01-13,1
CL7106,C888531,V888531,10000,2025-11-21,1
CL7107,C535268,V535268,10000,2025-07-14,1
CL7108,C368676,V368676,10000,2025-05-14,1
CL7109,C972541,V972541,10000,2025-12-21,1
CL7110,C553007,V553007,10000,2025-07-21,1
CL7111,C489164,V489164,10000,2025-06-28,1
CL7112,C785646,V785646,10000,2025-10-14,1
CL7113,C55591,V55591,10000,2025-01-20,1
CL7114,C742486,V742486,10000,2025-09-28,1
CL7115,C37528,V37528,10000,2025-01-13,1
CL7116,C35870,V35870,10000,2025-01-13,1
CL7117,C183052,V183052,10000,2025-03-07,1
CL7118,C55558,V55558,10000,2025-01-20,1
CL7119,C573111,V573111,10000,2025-07-28,1
CL7120,C240113,V240113,10000,2025-03-28,1
CL7121,C599887,V599887,10000,2025-08-07,1
CL7122,C323487,V323487,10000,2025-04-28,1
CL7123,C636760,V636760,10000,2025-08-21,1
CL7124,C784380,V784380,10000,2025-10-14,1
CL7125,C970656,V970656,10000,2025-12-21,1
CL7126,C182690,V182690,10000,2025-03-07,1
CL7127,C239069,V239069,10000,2025-03-28,1
CL7128,C76383,V76383,10000,2025-01-27,1
CL7129,C304653,V304653,10000,2025-04-21,1
CL7130,C722367,V722367,10000,2025-09-21,1
CL7131,C573216,V573216,10000,2025-07-28,1
CL7132,C950859,V950859,10000,2025-12-14,1
CL7133,C741733,V741733,10000,2025-09-28,1
CL7134,C181639,V181639,10000,2025-03-07,1
CL7135,C890418,V890418,10000,2025-11-21,1
CL7136,C823139,V823139,10000,2025-10-28,1
CL7137,C140957,V140957,10000,2025-02-20,1
CL7138,C267124,V267124,10000,2025-04-07,1
CL7139,C702957,V702957,10000,2025-09-14,1
CL7140,C240371,V240371,10000,2025-03-28,1
CL7141,C765354,V765354,10000,2025-10-07,1
CL7142,C990593,V990593,10000,2025-12-28,1
CL7143,C74756,V74756,10000,2025-01-27,1
CL7144,C139427,V139427,10000,2025-02-20,1
CL7145,C553683,V553683,10000,2025-07-21,1
CL7146,C432003,V432003,10000,2025-06-07,1
CL7147,C617555,V617555,10000,2025-08-14,1
CL7148,C721800,V721800,10000,2025-09-21,1
CL7149,C785551,V785551,10000,2025-10-14,1
CL7150,C723007,V723007,10000,2025-09-21,1
CL7151,C386058,V386058,10000,2025-05-21,1
CL7152,C140465,V140465,10000,2025-02-20,1
CL7153,C852314,V852314,10000,2025-11-07,1
CL7154,C121477,V121477,10000,2025-02-13,1
